document_id,text
page1-elem9,The screenshot shows the deployed containers.
page1-elem9,To find out more about Watson NLP and TechZone Deployer check out these resources:
page1-elem9,* IBM Watson NLP Documentation [https://www.ibm.com/docs/en/watson-libraries?topic=watson-natural-language-processing-library-embed-home]
page1-elem9,* IBM Watson NLP Trial [https://www.ibm.com/account/reg/us-en/signup?formid=urx-51726]
page1-elem9,* Automation for Watson NLP Deployments [https://github.com/IBM/watson-automation]
page1-elem9,* TechZone Accelerator Toolkit Documentation [https://operate.cloudnativetoolkit.dev/]
page1-elem9,* TechZone Accelerator Toolkit Modules [https://operate.cloudnativetoolkit.dev/]
page1-elem9,The post Deploying custom Watson NLP Models with Terraform [http://heidloff.net/article/deploying-custom-watson-nlp-models-with-terraform/] appeared first on Niklas Heidloff [http://heidloff.net].
page2-elem0,Developing TechZone Toolkit GitOps Modules with Helm.
page2-elem0,With the TechZone Accelerator Toolkit IBM software open source projects and custom applications can easily be deployed to various clouds.
page2-elem0,This article provides an overview how to develop your own GitOps modules to deploy resources to Kubernetes via Helm.
page2-elem0,Check out my earlier blog that introduces the toolkit: Introducing IBM’s Toolkit to handle Everything as Code [http://heidloff.net/article/introducing-ibms-toolkit-to-handle-everything-as-code/].
page2-elem0,The toolkit leverages Terrafrom and GitOps and is based on best practices from IBM projects with partners and clients.
page2-elem0,With the toolkit both infrastructure like Kubernetes clusters as well as Kubernetes resources within clusters can be deployed.
page2-elem0,Infrastructure resources are deployed via Terraform resources within clusters via Argo CD.
page2-elem0,This article explains how Helm [https://helm.sh/] can be used in the TechZone Toolkit to deploy resources to Kubernetes or OpenShift clusters with Argo CD.
page2-elem0,Helm is a popular package manager for Kubernetes.
page2-elem0,In the context of the toolkit Helm is the preferred option to deploy Kubernetes resources.
page2-elem0,Alternatively you could deploy Kubernetes resources directly via yaml files.
page2-elem0,However the advantage of Helm is that it can easily be configured for different environments via its built-in templating mechanism.
page2-elem0,Another advantage of Helm in this context is that Terraform variables can easily be mapped to Helm values which is described below.
page2-elem0,To understand the following content I suggest to read these documents that give some background:
page2-elem0,* Blog: Deploying Kubernetes Resources via GitOps [http://heidloff.net/article/deploying-kubernetes-resources-via-gitops/]
page2-elem0,* Blog: Understanding TechZone Toolkit GitOps Modules [http://heidloff.net/article/understanding-techzone-toolkit-gitops-modules/]
page2-elem0,* Red Hat blog: Continuous Delivery with Helm and Argo CD [https://cloud.redhat.com/blog/continuous-delivery-with-helm-and-argo-cd]
page2-elem0,* Argo CD documentation: Helm [https://argo-cd.readthedocs.io/en/stable/user-guide/helm/]
page2-elem0,* Toolkit documentation: Develop an own GitOps module [https://github.com/cloud-native-toolkit/site-operator-guide/blob/bed61cb15079cc998ec49a15454de4d671c6ad42/docs/learn/iascable/lab4/index.md]
page2-elem0,Let’s look at a concrete example.
page2-elem0,We developed a TechZone Toolkit GitOps module to deploy Watson NLP [https://github.com/cloud-native-toolkit/terraform-gitops-watson-nlp].
page2-elem0,The repo of the module includes the Helm chart.
page2-elem0,The chart expects values [https://github.com/IBM/watson-automation/blob/0ba8ec48a8c3695b717db9ca55217706e44ecb0f/helm-nlp/values.yaml] in the following format for example to define which NLP models and versions you want to deploy.
page2-elem0,componentName: watson-nlp
page2-elem0,acceptLicense: false
page2-elem0,serviceType: ClusterIP
page2-elem0,imagePullSecrets:
page2-elem0,- ibm-entitlement-key
page2-elem0,registries:
page2-elem0,- name: watson
page2-elem0,url: cp.icr.io/cp/ai
page2-elem0,runtime:
page2-elem0,registry: watson
page2-elem0,image: watson-nlp-runtime:1.0.15
page2-elem0,models:
page2-elem0,- registry: watson
page2-elem0,image: watson-nlp_syntax_izumo_lang_en_stock:1.0.5
page2-elem0,To allow Argo CD to deploy Watson NLP via the Helm the Helm chart itself as well as the specific values.yaml file need to be put in the GitOps repo.
page2-elem0,GitOps modules are just Terraform modules but follow additional conventions defined by the toolkit to access the automatically provisioned GitOps repo.
page2-elem0,Input variables of Terraform (GitOps) modules can be defined in variables.tf [https://github.com/cloud-native-toolkit/terraform-gitops-watson-nlp/blob/4c22e5bba2023602bdd8e4a1a1634b4d024ee937/variables.tf].
page2-elem0,To enable the toolkit to put the chart as well as the values into the Git repo the following steps are necessary.
page2-elem0,First the Terraform input variables are converted to Helm values into JSON format in main.tf [https://github.com/cloud-native-toolkit/terraform-gitops-watson-nlp/blob/4c22e5bba2023602bdd8e4a1a1634b4d024ee937/main.tf#L7-L50].
page2-elem0,values_content = {
page2-elem0,"componentName" = "embedded"
page2-elem0,"acceptLicense" = var.accept_license
page2-elem0,"serviceType" = "ClusterIP"
page2-elem0,"registries" = var.registries
page2-elem0,"imagePullSecrets" = var.imagePullSecrets
page2-elem0,"runtime" = {
page2-elem0,"registry": var.runtime_registry
page2-elem0,"image": var.runtime_image
page2-elem0,"models" = var.models
page2-elem0,layer = "services"
page2-elem0,...
page2-elem0,resource null_resource create_yaml {
page2-elem0,provisioner "local-exec" {
page2-elem0,command = "${path.module}/scripts/create-yaml.sh '${local.name}' '${local.yaml_dir}'"
page2-elem0,environment = {
page2-elem0,VALUES_CONTENT = yamlencode(local.values_content)
page2-elem0,After this the chart and the values are copied into the ‘services’ payload directory via a script [https://github.com/cloud-native-toolkit/terraform-gitops-watson-nlp/blob/4c22e5bba2023602bdd8e4a1a1634b4d024ee937/scripts/create-yaml.sh].
page2-elem0,#!/usr/bin/env bash
page2-elem0,SCRIPT_DIR=$(cd $(dirname "$0"); pwd -P)
page2-elem0,MODULE_DIR=$(cd "${SCRIPT_DIR}/.."
page2-elem0,; pwd -P)
page2-elem0,CHART_DIR=$(cd "${MODULE_DIR}/chart/watson-nlp"; pwd -P)
page2-elem0,DEST_DIR="$2"
page2-elem0,## Add logic here to put the yaml resource content in DEST_DIR
page2-elem0,mkdir -p "${DEST_DIR}"
page2-elem0,cp -R "${CHART_DIR}/"* "${DEST_DIR}"
page2-elem0,if [[ -n "${VALUES_CONTENT}" ]]; then
page2-elem0,echo "${VALUES_CONTENT}" > "${DEST_DIR}/values.yaml"
page2-elem0,fi
page2-elem0,find "${DEST_DIR}" -name "*"
page2-elem0,echo "Files in output path"
page2-elem0,ls -l "${DEST_DIR}"
page2-elem0,After the toolkit module has been deployed you’ll find everything in your own GitOps repo as shown in the screenshot above.
page2-elem0,The values.yaml file does not contain the default chart values but the input variables of your Terraform module.
page2-elem0,To change deployments you can simply change the configuration in the GitOps repo for example to update to a later version of Watson NLP.
page2-elem0,Argo CD will be triggered automatically to synchronize the desired state with the actual state.
page2-elem0,Combination of Terraform and Argo CD
page2-elem0,As you’ve seen the TechZone Toolkit uses a combination of Terraform and Argo CD.
page2-elem0,Initially Terraform takes the lead to deploy infrastructure components like VPCs Kubernetes clusters Argo CD within clusters and GitOps repos.
page2-elem0,After this Argo CD is triggered to deploy the initial version of resources as defined in the GitOps repos.
page2-elem0,However after the initial deployments Argo CD takes over the lead.
page2-elem0,To deploy newer versions of Kubernetes resources changes can simply be push to Git.
page2-elem0,When the same Terraform modules are invoked later for example to deploy more infrastructure components the toolkit does not modify the already deployed Git repo!
page2-elem0,To find out more about these capabilities check out the following resources:
page2-elem0,* TechZone Accelerator Toolkit Documentation [https://operate.cloudnativetoolkit.dev/]
page2-elem0,* TechZone Accelerator Toolkit Modules [https://operate.cloudnativetoolkit.dev/]
page2-elem0,* TechZone Accelerator Toolkit CLI (iascable) [https://github.com/cloud-native-toolkit/iascable]
page2-elem0,* Sample GitOps Module: UBI [https://github.com/cloud-native-toolkit/terraform-gitops-ubi]
page2-elem0,* Sample GitOps Module: Watson NLP [https://github.com/cloud-native-toolkit/terraform-gitops-watson-nlp]
page2-elem0,* Sample BOMs to deploy Watson NLP [https://github.com/IBM/watson-automation]
page2-elem0,The post Developing TechZone Toolkit GitOps Modules with Helm [http://heidloff.net/article/developing-techzone-toolkit-gitops-modules-with-helm/] appeared first on Niklas Heidloff [http://heidloff.net].
page2-elem1,Running IBM Watson NLP in Minikube.
page2-elem1,IBM Watson NLP (Natural Language Understanding) and Watson Speech containers can be run locally on-premises or Kubernetes and OpenShift clusters.
page2-elem1,Via REST and gRCP APIs AI can easily be embedded in applications.
page2-elem1,This post describes how to run Watson NLP locally in Minikube.
page2-elem1,To set some context check out the landing page IBM Watson NLP Library for Embed [https://www.ibm.com/products/ibm-watson-natural-language-processing].
page2-elem1,The Watson NLP containers can be run on different container platforms they provide REST and gRCP interfaces they can be extended with custom models and they can easily be embedded in solutions.
page2-elem1,To try it a trial [https://www.ibm.com/account/reg/us-en/signup?formid=urx-51726] is available.
page2-elem1,The container images are stored in an IBM container registry that is accessed via an IBM Entitlement Key [https://www.ibm.com/account/reg/signup?formid=urx-51726].
page2-elem1,How to run NLP locally in Minikube
page2-elem1,My post Running IBM Watson NLP locally in Containers [http://heidloff.net/article/running-ibm-watson-nlp-locally-in-containers/] explained how to run Watson NLP locally in Docker.
page2-elem1,The instructions below describe how to deploy Watson NLP locally to Minikube via the Watson NLP Helm chart [https://github.com/IBM/watson-automation/blob/90e61e05a5d0eacd268c97fc3c8b67e285c99241/documentation/NLPHelmChart.md].
page2-elem1,First you need to install Minikube for example via brew on MacOS.
page2-elem1,Next Minikube needs to be started with more memory and disk size than the Minikube defaults.
page2-elem1,I’ve used the settings below which is more than required but I wanted to leave space for other applications.
page2-elem1,Note that you also need to give your container runtime more resources.
page2-elem1,For example if you use Docker Desktop go to Preferences-Resources and define your settings.
page2-elem1,$ brew install minikube
page2-elem1,$ minikube start --cpus 12 --memory 16000 --disk-size 50g
page2-elem1,For some reason in my setup the watson-nlp-runtime image couldn’t be pulled by the Deployment resource/operator.
page2-elem1,I guess it’s related to the big size of the image.
page2-elem1,I’ve found this workaround:
page2-elem1,$ eval $(minikube docker-env)
page2-elem1,$ docker login cp.icr.io --username cp --password <entitlement_key>
page2-elem1,$ docker pull cp.icr.io/cp/ai/watson-nlp-runtime:1.0.18
page2-elem1,Next the namespace and secret need to be created.
page2-elem1,$ kubectl create namespace watson-demo
page2-elem1,$ kubectl config set-context --current --namespace=watson-demo
page2-elem1,$ kubectl create secret docker-registry \
page2-elem1,--docker-server=cp.icr.io \
page2-elem1,--docker-username=cp \
page2-elem1,--docker-password=<your IBM Entitlement Key> \
page2-elem1,-n watson-demo \
page2-elem1,ibm-entitlement-key
page2-elem1,After this a repo with the Helm chart and another repo with a sample values.yaml [https://github.com/IBM/watson-automation/blob/94f28f12a58608f7b7fe355d36f101ddf7cd8cb8/helm-nlp/values.yaml] file are cloned and the license needs to be accepted.
page2-elem1,$ git clone https://github.com/cloud-native-toolkit/terraform-gitops-watson-nlp
page2-elem1,$ git clone https://github.com/IBM/watson-automation.git
page2-elem1,$ code watson-automation/helm-nlp/values.yaml #change acceptLicense to true
page2-elem1,$ cp watson-automation/helm-nlp/values.yaml terraform-gitops-watson-nlp/chart/watson-nlp/values.yaml
page2-elem1,componentName: watson-nlp
page2-elem1,acceptLicense: true
page2-elem1,serviceType: ClusterIP
page2-elem1,imagePullSecrets:
page2-elem1,- ibm-entitlement-key
page2-elem1,registries:
page2-elem1,- name: watson
page2-elem1,url: cp.icr.io/cp/ai
page2-elem1,runtime:
page2-elem1,registry: watson
page2-elem1,image: watson-nlp-runtime:1.0.18
page2-elem1,models:
page2-elem1,- registry: watson
page2-elem1,image: watson-nlp_syntax_izumo_lang_en_stock:1.0.7
page2-elem1,Finally the chart can be installed.
page2-elem1,$ cd terraform-gitops-watson-nlp/chart/watson-nlp
page2-elem1,$ helm install -f values.yaml watson-embedded .
page2-elem1,$ kubectl get pods -n watson-demo --watch
page2-elem1,$ kubectl get deployment/watson-embedded-watson-nlp -n watson-demo
page2-elem1,$ kubectl get svc/watson-embedded-watson-nlp -n watson-demo
page2-elem1,When you open the Kubernetes Dashboard (via ‘minikube dashboard’) you’ll see the deployed resources.
page2-elem1,The Watson NLP pod contains the watson-nlp-runtime container and a simple syntax model container.
page2-elem1,To invoke Watson NLP via REST you need to find out the IP address and port.
page2-elem1,Alternatively you could use port forwarding.
page2-elem1,$ minikube service watson-embedded-watson-nlp -n watson-demo --url
page2-elem1,$ curl -X POST "http://<ip-and-port>/v1/watson.runtime.nlp.v1/NlpService/SyntaxPredict" \
page2-elem1,-H "accept: application/json" \
page2-elem1,-H "grpc-metadata-mm-model-id: syntax_izumo_lang_en_stock" \
page2-elem1,-H "content-type: application/json" \
page2-elem1,-d " { \"rawDocument\": { \"text\": \"It is so easy to embed Watson NLP in applications.
page2-elem1,Very cool.\" }}"
page2-elem1,The NLP containers also provides a gRCP interface [https://github.com/IBM/watson-automation#grpc].
page2-elem1,To find out more about Watson NLP check out these resources:
page2-elem1,* Documentation [https://www.ibm.com/docs/en/watson-libraries?topic=watson-natural-language-processing-library-embed-home]
page2-elem1,* Model catalog [https://www.ibm.com/docs/en/watson-libraries?topic=models-catalog]
page2-elem1,* Trial [https://www.ibm.com/products/ibm-watson-natural-language-processing]
page2-elem1,* Entitlement key [https://www.ibm.com/account/reg/us-en/subscribe?formid=urx-51726]
page2-elem1,* Automation for Watson NLP Deployments [https://github.com/IBM/watson-automation]
page2-elem1,* Running IBM Watson NLP locally in Containers [http://heidloff.net/article/running-ibm-watson-nlp-locally-in-containers/]
page2-elem1,* Running IBM Watson Speech to Text in Containers [http://heidloff.net/article/running-ibm-watson-speech-to-text-in-containers/]
page2-elem1,* Running IBM Watson Text to Speech in Containers [http://heidloff.net/article/running-ibm-watson-text-to-speech-in-containers/]
page2-elem1,The post Running IBM Watson NLP in Minikube [http://heidloff.net/article/running-ibm-watson-nlp-in-minikube/] appeared first on Niklas Heidloff [http://heidloff.net].
page2-elem2,Understanding TechZone Toolkit GitOps Modules.
page2-elem2,With the TechZone Accelerator Toolkit IBM software open source projects and custom applications can easily be deployed to various clouds.
page2-elem2,This article explains how to deploy resources in Kubernetes clusters via GitOps.
page2-elem2,Check out my earlier blog that introduces the toolkit: Introducing IBM’s Toolkit to handle Everything as Code [http://heidloff.net/article/introducing-ibms-toolkit-to-handle-everything-as-code/].
page2-elem2,The toolkit leverages Terrafrom and GitOps and is based on best practices from IBM projects with partners and clients.
page2-elem2,With the toolkit both infrastructure like Kubernetes clusters as well as Kubernetes resources within clusters can be deployed.
page2-elem2,Infrastructure resources are deployed via Terraform resources within clusters via Argo CD.
page2-elem2,To deploy resources in Kubernetes clusters DevOps modules are used which can be found in the TechZone Module Catalog [https://modules.cloudnativetoolkit.dev/].
page2-elem2,The TechZone Toolkit uses Argo CD for GitOps which is deployed automatically.
page2-elem2,Argo CD requires a Git repo to store the desired state which it continuously synchronizes with the actual state in the cluster.
page2-elem2,Read my blog Deploying Kubernetes Resources via GitOps [http://heidloff.net/article/deploying-kubernetes-resources-via-gitops/] for an introduction to GitOps.
page2-elem2,Let’s look how the toolkit works for a concrete sample [https://github.com/ibm/watson-automation] where Watson NLP is deployed to OpenShift via GitOps.
page2-elem2,First you define the modules argocd-bootstrap and gitops-repo in the BOM (bill of material).
page2-elem2,apiVersion: cloudnativetoolkit.dev/v1alpha1
page2-elem2,kind: BillOfMaterial
page2-elem2,metadata:
page2-elem2,name: cluster-with-watson-nlp
page2-elem2,spec:
page2-elem2,modules:
page2-elem2,- name: ibm-ocp-vpc
page2-elem2,- name: argocd-bootstrap
page2-elem2,- name: gitops-repo
page2-elem2,- name: terraform-gitops-ubi
page2-elem2,- name: terraform-gitops-watson-nlp
page2-elem2,To configure the GitOps module change the configuration in variables.yaml [https://github.com/IBM/watson-automation/blob/main/roks-new-nlp/output/cluster-with-watson-nlp/variables-template.yaml#L31-L42].
page2-elem2,# gitops
page2-elem2,- name: gitops_repo_repo
page2-elem2,description: The name of the gitops repository that will be created
page2-elem2,value: xxx
page2-elem2,- name: gitops_repo_host
page2-elem2,value: github.com
page2-elem2,- name: gitops_repo_org
page2-elem2,value: xxx
page2-elem2,- name: gitops_repo_username
page2-elem2,value: xxx
page2-elem2,After applying the Terraform modules a GitOps repo will be created with a specific structure [https://github.com/cloud-native-toolkit/terraform-tools-gitops/tree/main/template] that the toolkit expects.
page2-elem2,There are two major types of resources in these repos:
page2-elem2,1.
page2-elem2,ArgoCD configuration
page2-elem2,2.
page2-elem2,Application ‘payloads’
page2-elem2,ArgoCD configuration
page2-elem2,In Argo CD collections of kubernetes resources that are deployed together are called “applications”.
page2-elem2,Applications in ArgoCD are configured using a custom resource definition (CRD) in the cluster which means ArgoCD applications can deploy other ArgoCD applications (called the ‘App of Apps pattern [https://argoproj.github.io/argo-cd/operator-manual/cluster-bootstrapping/#app-of-apps-pattern]‘).
page2-elem2,With this pattern the Argo CD environment can be bootstrapped with an initial application.
page2-elem2,That initial bootstrap application can then be updated in the GitOps repository to configure other applications.
page2-elem2,Application ‘payloads’
page2-elem2,The ArgoCD configuration points to other paths within the GitOps repository that contain the actual “payload” yaml to provision the applications (the deployments config maps etc that make up the applications).
page2-elem2,In addition to separating the Argo CD configuration from the application ‘payloads’ the configuration has also been divided into three different layers of the cluster configuration:
page2-elem2,1.
page2-elem2,Infrastructure: Foundational elements within the cluster like namespaces service accounts role-based access control etc. These resources are often managed by the infrastructure team and are required by the other resources.
page2-elem2,2.
page2-elem2,Shared services: Shared services are application components that are used across multiple applications or across the cluster.
page2-elem2,Often these are operator-based services and managed independently from the applications.
page2-elem2,3.
page2-elem2,Applications: The application layer contains the applications deployed to the cluster using the infrastructure and shared service components.
page2-elem2,Let’s look at the Watson NLP GitOps module example.
page2-elem2,In the directory ‘argocd/2-services’ the source of the Argo CD application is defined which resides in the same repo in the ‘payload/2-services’ directory.
page2-elem2,Helm is used for the actual deployment of the Watson NLP resources.
page2-elem2,Helm is the preferred solution of the toolkit since it allows easy configurations for different environments based on its built-in templating mechanism.
page2-elem2,The Argo CD dashboard shows the registered applications and their synchronization states.
page2-elem2,Additionally the dashboard shows for each application which Kubernetes resources have been deployed.
page2-elem2,To change deployments you can simply change the configuration in the GitOps repo for example to update to a later version of Watson NLP.
page2-elem2,Argo CD will be triggered automatically to synchronize the desired state with the actual state.
page2-elem2,To find out more about these capabilities check out the following resources:
page2-elem2,* TechZone Accelerator Toolkit Documentation [https://operate.cloudnativetoolkit.dev/]
page2-elem2,* TechZone Accelerator Toolkit Modules [https://operate.cloudnativetoolkit.dev/]
page2-elem2,* TechZone Accelerator Toolkit CLI (iascable) [https://github.com/cloud-native-toolkit/iascable]
page2-elem2,* Sample GitOps Module: UBI [https://github.com/cloud-native-toolkit/terraform-gitops-ubi]
page2-elem2,* Sample GitOps Module: Watson NLP [https://github.com/cloud-native-toolkit/terraform-gitops-watson-nlp]
page2-elem2,* Sample BOMs to deploy Watson NLP [https://github.com/IBM/watson-automation]
page2-elem2,The post Understanding TechZone Toolkit GitOps Modules [http://heidloff.net/article/understanding-techzone-toolkit-gitops-modules/] appeared first on Niklas Heidloff [http://heidloff.net].
page2-elem3,The new Watson Assistant is awesome.
page2-elem3,IBM Watson Assistant is a SaaS offering from IBM to build conversational user experiences.
page2-elem3,The first version was already good but the new(ish) version is just awesome!
page2-elem3,Over the last years Watson Assistant has successfully been used by many IBM clients and partners.
page2-elem3,Based on the feedback from clients the IBM development and design team has created a brand new experience.
page2-elem3,This second version was released at the end of 2021.
page2-elem3,I was only able to try it recently and was positively surprised how much the offering has evolved.
page2-elem3,Below are some of my highlights.
page2-elem3,1.
page2-elem3,Actions
page2-elem3,The new Watson Assistant uses a more natural way to define conversations.
page2-elem3,The old ‘dialog’ experience was replaced with a more intuitive concept which is more goal oriented.
page2-elem3,For example Assistant users don’t use intents anymore but actions.
page2-elem3,Intents still exist internally but users want to define actions so that end users can reach their goals.
page2-elem3,Similarly Assistant users don’t have to define entities anymore.
page2-elem3,Again they still exist internally but as far as users are concerned they just define types (e.g. free text) in the actions experience and the entities are created automatically.
page2-elem3,2.
page2-elem3,Integration of Watson Discovery
page2-elem3,With the Assistant the most typical conversation flows are covered.
page2-elem3,However for advanced topics Assistant can call out to other services like Watson Discovery.
page2-elem3,This is useful if you have FAQs or other data stored in other systems that you want to expose to end users.
page2-elem3,The following screenshot shows how Assistant can return articles from my blog.
page2-elem3,It only takes five minutes to implement this.
page2-elem3,3.
page2-elem3,Much more
page2-elem3,There are so many more cool features and improvements.
page2-elem3,* Via REST APIs services can be queried or perform business logic
page2-elem3,* Integrations with phone
page2-elem3,* Integrations with chat clients and SMS
page2-elem3,* Custom integrations
page2-elem3,* Embeddable web chat widget
page2-elem3,* Hand over to agent
page2-elem3,* Free text responses
page2-elem3,* Integrated debugger in preview chat window
page2-elem3,* Clarifying question to identify the right action
page2-elem3,* Change conversation topics (switch between actions)
page2-elem3,* Built in analytics
page2-elem3,* User authentication and secure traffic
page2-elem3,* Private endpoints
page2-elem3,* Different plans for different needs including isolated deployments
page2-elem3,* High availability mechanisms
page2-elem3,* Multiple languages
page2-elem3,* Templates with lots of predefined reusable actions
page2-elem3,* Production and development environments
page2-elem3,* APIs for most common languages
page2-elem3,* …
page2-elem3,Getting started
page2-elem3,To get started try it out yourselves.
page2-elem3,There is a free lite plan [https://cloud.ibm.com/catalog/services/watson-assistant].
page2-elem3,The first time you log in a guided tour is offered.
page2-elem3,I’m usually not a fan of those but it worked very well for me to learn a lot in a short amout of time.
page2-elem3,The tour is also documented in a blog series [https://cloud.ibm.com/docs/assistant?topic=assistant-getting-started].
page2-elem3,The documentation [https://cloud.ibm.com/docs/watson-assistant?topic=watson-assistant-about] is well structured complete and easy to read.
page2-elem3,The post The new Watson Assistant is awesome [http://heidloff.net/article/the-new-watson-assistant-is-awesome/] appeared first on Niklas Heidloff [http://heidloff.net].
page2-elem4,Developing TechZone Toolkit Terraform Modules.
page2-elem4,With the TechZone Accelerator Toolkit IBM software open source projects and custom applications can easily be deployed to various clouds.
page2-elem4,This article explains on a high level how to develop new modules with Terraform.
page2-elem4,Check out my earlier blog that introduces the toolkit: Introducing IBM’s Toolkit to handle Everything as Code [http://heidloff.net/article/introducing-ibms-toolkit-to-handle-everything-as-code/].
page2-elem4,The toolkit leverages Terrafrom and GitOps and is based on best practices from IBM projects with partners and clients.
page2-elem4,With the toolkit both infrastructure like Kubernetes clusters as well as Kubernetes resources within clusters can be deployed.
page2-elem4,Infrastructure resources are deployed via Terraform resources within clusters via Argo CD.
page2-elem4,Custom Modules and custom Catalogs
page2-elem4,The toolkit is available as open source and it is extensible.
page2-elem4,Custom modules can be added to deploy more software or to add other target platforms.
page2-elem4,The TechZone Module Catalog [https://modules.cloudnativetoolkit.dev/] contains a list of curated modules which need to provide automatic testing capabilities.
page2-elem4,However the curated catalog doesn’t have to be used or can be used in addition to a custom catalog.
page2-elem4,This is necessary if you want to build modules for internal consumption only and it is necessary for modules while they are being developed.
page2-elem4,My colleague Thomas Südbröcker has documented how to create your own catalog [https://github.com/cloud-native-toolkit/site-operator-guide/blob/e0f2302f7d67c185edd63d71e2612ddf078bb34f/docs/learn/iascable/lab4/index.md#6-create-an-own-catalog].
page2-elem4,When running the ‘iascable’ CLI to generate Terraform modules based on BOMs (bill of materials) the locations of the catalogs can be passed in.
page2-elem4,Alternatively you can also define the catalogs directly in the BOMs.
page2-elem4,$ BASE_CATALOG=https://modules.cloudnativetoolkit.dev/index.yaml
page2-elem4,$ CUSTOM_CATALOG=https://raw.githubusercontent.com/Vishal-Ramani/UBI-helm-module-example/main/example/catalog/ubi-helm-catalog.yaml
page2-elem4,$ iascable build -i ibm-vpc-roks-argocd-ubi.yaml -c $BASE_CATALOG -c $CUSTOM_CATALOG
page2-elem4,Terraform Modules
page2-elem4,The TechZone Toolkit provides two types of modules:
page2-elem4,1.
page2-elem4,Terraform modules
page2-elem4,2.
page2-elem4,GitOps modules
page2-elem4,Terraform modules are used to create infrastructure like clusters VPCs external resources and more.
page2-elem4,The GitOps modules are used to deploy and operate different types of software within clusters.
page2-elem4,The Toolkit Terraform modules are just Terraform modules with some extended conventions how to build them.
page2-elem4,Modules contain these files [https://modules.cloudnativetoolkit.dev/#/how-to/terraform]:
page2-elem4,* main.tf: Logic of the module
page2-elem4,* variables.tf: Input variables
page2-elem4,* outputs.tf: Output variables which can be passed to child modules
page2-elem4,* version.tf: Minimum required Terraform version
page2-elem4,* module.yaml: Metadata descriptor
page2-elem4,* README.md: Documentation
page2-elem4,The best way to get started building modules is to look at the available modules in the catalog [https://modules.cloudnativetoolkit.dev/].
page2-elem4,The module catalog provides a filter ‘Module type’.
page2-elem4,Browse through the existing modules and pick one which sounds similar to what you want to achieve or simple enough to use it as template or starting point.
page2-elem4,To find out more about these capabilities check out the following resources:
page2-elem4,* TechZone Accelerator Toolkit Documentation [https://operate.cloudnativetoolkit.dev/]
page2-elem4,* TechZone Accelerator Toolkit Modules [https://operate.cloudnativetoolkit.dev/]
page2-elem4,* TechZone Accelerator Toolkit CLI (iascable) [https://github.com/cloud-native-toolkit/iascable]
page2-elem4,* Sample GitOps Module: UBI [https://github.com/cloud-native-toolkit/terraform-gitops-ubi]
page2-elem4,* Sample GitOps Module: Watson NLP [https://github.com/cloud-native-toolkit/terraform-gitops-watson-nlp]
page2-elem4,* Sample BOMs to deploy Watson NLP [https://github.com/IBM/watson-automation]
page2-elem4,The post Developing TechZone Toolkit Terraform Modules [http://heidloff.net/article/developing-techzone-toolkit-terraform-modules/] appeared first on Niklas Heidloff [http://heidloff.net].
page2-elem5,Running IBM Watson Text to Speech in Containers.
page2-elem5,IBM Watson NLP (Natural Language Understanding) and Watson Speech containers can be run locally on-premises or Kubernetes and OpenShift clusters.
page2-elem5,Via REST and WebSockets APIs AI can easily be embedded in applications.
page2-elem5,This post describes how to run Watson Text to Speech locally.
page2-elem5,To set some context here are the descriptions of IBM Watson Speech Libraries for Embed [https://www.ibm.com/products/watson-speech-embed-libraries] and the Watson Text to Speech (TTS) library.
page2-elem5,> Build your applications with enterprise-grade speech technology: IBM Watson Speech Libraries for Embed are a set of containerized text-to-speech and speech-to-text libraries designed to offer our IBM partners greater flexibility to infuse the best of IBM Research technology into their solutions.
page2-elem5,Now available as embeddable AI partners gain greater capabilities to build voice transcription and voice synthesis applications more quickly and deploy them in any hybrid multi-cloud environment.
page2-elem5,> The Watson TTS library converts written text into natural-sounding voice in a variety of languages for real-time speech synthesis.
page2-elem5,Offered as a containerized library developers can build applications quickly with interoperable and production scalable components to run their speech tasks anywhere.
page2-elem5,The Watson Text to Speech library is available as containers providing REST and WebSockets interfaces.
page2-elem5,While this offering is new the underlaying functionality has been used and optimized for a long time in IBM offerings like the IBM Cloud SaaS service for TTS and IBM Cloud Pak for Data.
page2-elem5,To try it a trial [https://www.ibm.com/account/reg/us-en/signup?formid=urx-51754] is available.
page2-elem5,The container images are stored in an IBM container registry that is accessed via an IBM Entitlement Key [https://www.ibm.com/account/reg/us-en/subscribe?formid=urx-51726].
page2-elem5,How to run TTS locally via Docker
page2-elem5,To run STT as container the container image needs to be built first.
page2-elem5,Different models [https://www.ibm.com/docs/en/watson-libraries?topic=home-models-catalog] are provided for different languages and use cases.
page2-elem5,There is a sample [https://github.com/ibm-build-lab/Watson-Speech/tree/main/single-container-tts] that describes how to run TTS with two speech models locally [https://www.ibm.com/docs/en/watson-libraries?topic=rc-run-docker-run].
page2-elem5,In a first terminal execute these commands to build and run the container:
page2-elem5,$ docker login cp.icr.io --username cp --password <entitlement_key>
page2-elem5,$ git clone https://github.com/ibm-build-lab/Watson-Speech.git
page2-elem5,$ cd Watson-Speech/single-container-tts
page2-elem5,$ docker build .
page2-elem5,-t tts-standalone
page2-elem5,$ docker run --rm -it --env ACCEPT_LICENSE=true --publish 1080:1080 tts-standalone
page2-elem5,In second terminal invoke these commands to invoke a REST API:
page2-elem5,$ cd Watson-Speech/single-container-stt
page2-elem5,$ curl "http://localhost:1080/text-to-speech/api/v1/synthesize" \
page2-elem5,--header "Content-Type: application/json" \
